time_s,workload_intensity,gpu_power_w,ambient_temp_c,fan_speed_pct,gpu_temp_c,throttle_flag
1377,0.1801,111.67,25.77,43.29,36.82,0
1378,0.1906,133.04,25.69,43.97,36.74,0
1379,0.1959,132.91,25.92,49.94,36.7,0
1380,0.1919,139.81,25.75,43.58,36.72,0
1381,0.1801,134.44,25.85,44.19,36.69,0
1382,0.1666,121.05,25.83,40.43,36.69,0
1383,0.1583,120.83,26,41.43,36.68,0
1384,0.1583,128.24,25.92,44.74,36.6,0
1385,0.1643,84.51,25.87,46.31,36.62,0
1386,0.172,116.59,25.93,45.53,36.56,0
1387,0.1776,125.06,26.01,43.95,36.5,0
1388,0.179,133.08,25.91,43.69,36.5,0
1389,0.1752,118.43,25.97,40.62,36.43,0
1390,0.1664,110.41,25.95,43.44,36.43,0
1391,0.1547,115.54,25.89,41.58,36.4,0
1392,0.1432,111.14,25.93,41.35,36.37,0
1393,0.1348,88.05,25.82,39.75,36.29,0
1394,0.1303,85.5,25.91,38.54,36.21,0
1395,0.1292,95.88,25.91,42.1,36.16,0
1396,0.1299,104.33,25.76,43.5,36.05,0
1397,0.1296,92.55,25.87,39.94,35.97,0
1398,0.1265,84.77,25.91,42.45,35.88,0
1399,0.1225,90,25.92,39.64,35.79,0
1400,0.1221,75.23,26.02,39.01,35.78,0
1401,0.1274,80.18,25.91,38.51,35.78,0
1402,0.135,98.58,25.89,43.72,35.74,0
1403,0.1392,90.16,26.07,46.68,35.67,0
1404,0.1372,80.35,25.95,45.72,35.66,0
1405,0.1318,109.68,26,42.74,35.62,0
1406,0.1275,115.69,25.89,42.24,35.55,0
1407,0.1267,65.77,25.86,38.9,35.49,0
1408,0.1286,99.58,25.94,41.79,35.44,0
1409,0.1311,83.25,25.94,40.85,35.44,0
1410,0.1332,91.73,25.85,40.52,35.39,0
1411,0.1355,107.79,26.07,42.12,35.33,0
1412,0.14,94.16,26.01,39.45,35.33,0
1413,0.1474,98.04,25.96,42.32,35.3,0
1414,0.1561,127.59,25.8,40.44,35.26,0
1415,0.1634,111.11,25.88,44.12,35.19,0
1416,0.1675,102.17,26.02,47.7,35.17,0
1417,0.1679,113.39,26.06,42.92,35.13,0
1418,0.1641,121.87,25.84,41.67,35.15,0
1419,0.157,106.84,25.99,43.38,35.19,0
1420,0.1501,106.72,26.02,45.4,35.18,0
1421,0.1478,103.91,26.2,41.74,35.18,0
1422,0.1515,106.53,25.92,42.09,35.1,0
1423,0.1573,113.78,25.88,46.4,35.08,0
1424,0.1597,99.94,25.95,46.16,35.08,0
1425,0.1554,117.14,25.98,43.06,35.05,0
1426,0.1465,105.35,25.99,42.13,34.98,0
1427,0.1389,97.08,25.92,45.83,34.96,0
1428,0.1377,90.08,25.81,38.55,34.85,0
1429,0.1421,94.51,25.98,43.73,34.77,0
1430,0.146,96.52,26.07,41.02,34.71,0
1431,0.1441,92.11,25.87,44.14,34.68,0
1432,0.1363,75.85,25.88,41.23,34.64,0
1433,0.1271,87.1,25.95,41.87,34.61,0
1434,0.1218,67.86,25.93,41.42,34.54,0
1435,0.1237,81.73,26.03,41.65,34.47,0
1436,0.1322,94.87,26.01,42.67,34.39,0
1437,0.1436,98.51,25.9,44.48,34.37,0
1438,0.1538,130.84,25.98,43.36,34.34,0
1439,0.1601,106.72,25.89,44.73,34.35,0
1440,0.162,111.29,25.96,46.84,34.34,0
1441,0.1591,109.9,25.96,45.05,34.29,0
1442,0.1518,107.64,25.99,41.71,34.24,0
1443,0.1425,98.01,25.91,43.67,34.22,0
1444,0.136,104.17,26.09,44.24,34.22,0
1445,0.1376,101.6,26,43.76,34.22,0
1446,0.1475,95.74,25.81,43.81,34.2,0
1447,0.1605,129.27,25.98,41.6,34.18,0
1448,0.1698,127.6,26.08,45.15,34.19,0
1449,0.1724,118.66,25.98,45.09,34.18,0
1450,0.1708,110.57,25.86,42.3,34.18,0
1451,0.1692,130.05,25.83,47.64,34.16,0
1452,0.1694,109.04,25.9,41.94,34.2,0
1453,0.1702,113.3,25.85,45.98,34.16,0
1454,0.1692,129.79,25.87,46.86,34.12,0
1455,0.1653,113.67,25.84,44.59,34.15,0
1456,0.1597,118.87,25.94,40.96,34.14,0
1457,0.1546,119.21,26.18,44.63,34.15,0
1458,0.1521,95.53,26.04,36.86,34.12,0
1459,0.1519,108.24,25.84,41.77,34.07,0
1460,0.151,82.47,26.06,43.81,34.09,0
1461,0.1457,93.9,25.96,44.5,34.03,0
1462,0.1353,95.65,25.88,40.23,34.03,0
1463,0.1229,83.5,26.03,39.12,33.99,0
1464,0.1132,86.85,25.94,37.77,33.97,0
1465,0.1083,73.2,25.75,39.92,33.89,0
1466,0.1083,67.18,25.93,39.79,33.81,0
1467,0.1127,62.69,25.98,39.07,33.79,0
1468,0.122,111.67,26.06,40.97,33.74,0
1469,0.1356,109.01,25.98,42.27,33.74,0
1470,0.1511,129.06,25.88,43.5,33.73,0
1471,0.1639,107.22,25.97,41.69,33.75,0
1472,0.1702,131.64,26.08,44.15,33.75,0
1473,0.1699,116.72,25.83,42.29,33.79,0
1474,0.1665,117.18,26.02,42.21,33.76,0
1475,0.1632,110.1,26.05,42.32,33.73,0
1476,0.161,101.67,25.88,44,33.71,0
1477,0.1596,117.15,26,44.24,33.66,0
1478,0.159,99.63,26,44.84,33.63,0
1479,0.159,111.88,26.14,43.52,33.6,0
1480,0.1598,111.32,26.05,45.18,33.54,0
1481,0.1622,122.93,25.81,46.48,33.58,0
1482,0.1664,127.24,26.1,44.01,33.6,0
1483,0.1712,102.22,25.99,46.42,33.61,0
1484,0.1744,120.33,26.07,43.83,33.57,0
1485,0.1748,122.06,25.98,44.43,33.64,0
1486,0.174,125.95,25.93,41.14,33.62,0
1487,0.1737,126.64,25.96,41.31,33.65,0
1488,0.1729,112.69,26.15,40.46,33.67,0
1489,0.1694,117.48,25.95,44.94,33.65,0
1490,0.163,100.04,25.86,43.32,33.6,0
1491,0.157,105.16,26.23,42.35,33.6,0
1492,0.1539,111.86,25.9,41.99,33.62,0
1493,0.1533,99.97,25.96,44.83,33.7,0
1494,0.1528,114.84,25.84,41.11,33.66,0
1495,0.1506,101.62,25.91,45.35,33.63,0
1496,0.1477,114.04,25.87,40.69,33.58,0
1497,0.1469,103.52,25.99,41.74,33.57,0
1498,0.1501,104.98,25.74,40.52,33.55,0
1499,0.1567,106.08,25.97,42.32,33.56,0
1500,0.1647,126.54,26.08,41.89,33.62,0
1501,0.1722,110.85,25.98,46.73,33.58,0
1502,0.1782,133.69,26.05,44.1,33.55,0
1503,0.1818,147.86,26.1,44.84,33.6,0
1504,0.1823,130.85,25.96,44.86,33.61,0
1505,0.1784,120.78,25.91,43.81,33.59,0
1506,0.1692,125.34,25.94,41.78,33.57,0
1507,0.1569,119.32,26.03,44.15,33.57,0
1508,0.1458,97.96,26,41.23,33.56,0
1509,0.1403,93.83,25.91,43.75,33.57,0
1510,0.1417,122.38,25.97,43.56,33.51,0
1511,0.1482,107.32,25.99,39.77,33.47,0
1512,0.1559,110.25,25.98,45.11,33.46,0
1513,0.1611,110.94,26.09,42.55,33.46,0
1514,0.1624,123.13,25.87,43.36,33.44,0
1515,0.1608,107.25,26.13,40.73,33.41,0
1516,0.1579,89.52,26.06,43.23,33.43,0
1517,0.1545,117.37,26.06,44.87,33.42,0
1518,0.1502,110.86,25.89,43.83,33.4,0
1519,0.145,103.1,25.9,42.74,33.39,0
1520,0.1397,96.78,25.98,40.05,33.42,0
1521,0.1361,85.64,26.05,41.01,33.39,0
1522,0.135,78.22,25.93,38.61,33.33,0
1523,0.1358,113.31,26.07,41.02,33.3,0
1524,0.1384,93.1,25.99,42.7,33.32,0
1525,0.1434,82.84,25.81,40.64,33.3,0
1526,0.1508,98.85,25.76,45.13,33.3,0
1527,0.1596,125.05,25.94,43.94,33.28,0
1528,0.1678,118.39,25.93,43.21,33.29,0
1529,0.1738,124.78,25.85,40.86,33.28,0
1530,0.1769,118.39,25.86,44,33.31,0
1531,0.1773,132.68,25.92,46.62,33.28,0
1532,0.1756,120.85,26.03,43.13,33.32,0
1533,0.1724,146.99,26.06,43.03,33.4,0
1534,0.1675,105.16,26.21,42.9,33.47,0
1535,0.16,106.8,26.09,38.92,33.45,0
1536,0.1502,123.75,26.08,42.66,33.46,0
1537,0.1405,101.07,25.93,45.28,33.51,0
1538,0.1345,88.22,25.97,42.39,33.49,0
1539,0.1342,98.2,25.86,43.3,33.42,0
1540,0.1386,86.63,26.12,39.54,33.4,0
1541,0.1454,106.94,26.11,41.59,33.31,0
1542,0.1521,123.36,25.9,43.69,33.32,0
1543,0.1564,127.83,26.03,43.21,33.38,0
1544,0.1578,107.27,26.01,43.9,33.46,0
1545,0.158,112.7,25.97,40.16,33.48,0
1546,0.1584,128.69,26.03,43.5,33.47,0
1547,0.1587,105.64,26.01,41.82,33.49,0
1548,0.1585,124.04,25.93,43.64,33.51,0
1549,0.1589,101.26,25.82,45.69,33.47,0
1550,0.1602,118.88,25.85,43.16,33.44,0
1551,0.1609,115.39,25.94,44.59,33.41,0
1552,0.1604,108.49,26.07,39.91,33.43,0
1553,0.1602,107.08,26.19,40.05,33.43,0
1554,0.1608,134.32,26.1,41.57,33.39,0
1555,0.1606,117.21,25.97,43.52,33.39,0
1556,0.1588,121.64,26.05,43.38,33.38,0
1557,0.1564,102.44,25.9,42.98,33.44,0
1558,0.1551,80.69,25.85,43.39,33.42,0
1559,0.1556,106.28,26.05,42.55,33.34,0
1560,0.1573,101.49,26.03,40.32,33.35,0
1561,0.1588,108.22,26.03,42.49,33.32,0
1562,0.1581,115.53,26.13,42.2,33.38,0
1563,0.1547,97.54,25.95,41.03,33.39,0
1564,0.1509,111.89,26,45.07,33.4,0
1565,0.1505,87.47,25.85,47.58,33.38,0
1566,0.1552,91.73,26.04,44.14,33.35,0
1567,0.1634,96.54,26.03,41.5,33.25,0
1568,0.1704,133.78,26.09,46.23,33.23,0
1569,0.1711,134.8,26.07,45.68,33.29,0
1570,0.1639,113.47,25.83,42.26,33.36,0
1571,0.1525,104.03,25.84,45.44,33.32,0
1572,0.1436,110.06,26.02,40.43,33.31,0
1573,0.1408,111.96,26.16,44.34,33.32,0
1574,0.1433,94.23,25.97,41.24,33.31,0
1575,0.1478,114.92,25.72,43.81,33.25,0
1576,0.1526,103.97,25.97,42.46,33.28,0
1577,0.1572,102.64,26.1,44.59,33.26,0
1578,0.1616,109,25.93,45.13,33.27,0
1579,0.1651,111.86,26.08,38.7,33.29,0
1580,0.1664,113.39,26.03,44.48,33.3,0
1581,0.165,122.65,26.07,43.13,33.3,0
1582,0.1601,110.83,25.95,45.88,33.28,0
1583,0.1523,115.93,26.01,44.78,33.28,0
1584,0.1437,119.54,26.27,39.23,33.28,0
1585,0.1369,87.71,26.23,45.62,33.28,0
1586,0.1329,101.09,25.89,42.88,33.26,0
1587,0.1314,77.99,26.01,38.99,33.23,0
1588,0.1311,83.57,26.09,43.58,33.23,0
1589,0.1305,98.26,25.93,42.14,33.19,0
1590,0.1283,82.68,26,39.45,33.1,0
1591,0.1263,104.41,25.96,36.7,33.1,0
1592,0.1286,85.88,25.98,41.48,33.14,0
1593,0.1379,105.41,26.1,38.67,33.12,0
1594,0.152,122.17,26.09,46.79,33.13,0
1595,0.1643,114.02,26.03,42.62,33.09,0
1596,0.168,105.61,25.97,41.11,33.05,0
1597,0.1606,127.81,25.97,43.18,33.09,0
1598,0.1453,103.14,26.01,45.2,33.1,0
1599,0.1298,105.11,25.8,42.91,33.08,0
1600,0.1203,74.47,25.97,40.78,33.08,0
1601,0.1184,91.03,26,40.44,32.98,0
1602,0.1214,82.87,26.06,42.34,32.98,0
1603,0.1256,99.32,25.98,44.13,33,0
1604,0.1291,94.23,26.1,40.88,32.98,0
1605,0.1318,103.26,26.06,43,32.94,0
1606,0.1337,90.65,25.99,41.6,32.92,0
1607,0.1343,82.01,26.08,44.53,32.89,0
1608,0.1327,91.88,26.01,42.15,32.89,0
1609,0.1304,107.92,26.05,38,32.85,0
1610,0.1314,102.13,25.82,44.94,32.8,0
1611,0.1387,98.31,25.91,41.02,32.78,0
1612,0.1505,99.43,26.03,43.72,32.8,0
1613,0.1605,103.94,25.82,44.64,32.84,0
1614,0.1633,104.75,25.85,44.44,32.82,0
1615,0.1579,107.71,26.21,42.81,32.83,0
1616,0.1475,112.39,25.84,39.48,32.78,0
1617,0.1373,75.91,25.85,40.72,32.79,0
1618,0.131,75.57,26.02,42.67,32.73,0
1619,0.1295,99.08,25.98,41.27,32.7,0
1620,0.1311,88.28,25.92,39.42,32.66,0
1621,0.1344,108.56,25.85,41.16,32.6,0
1622,0.1399,89.24,25.98,41.32,32.65,0
1623,0.1473,114.81,26.04,44.26,32.65,0
1624,0.1534,114.41,25.98,42.95,32.68,0
1625,0.1532,123.35,26.05,45.85,32.73,0
1626,0.1455,87.02,25.86,45.75,32.78,0
1627,0.1345,98,26.12,41.92,32.7,0
1628,0.1255,86.84,25.83,39.67,32.71,0
1629,0.1201,86.45,26.21,41.43,32.67,0
1630,0.1161,81.37,25.97,42.25,32.66,0
1631,0.1127,67.07,25.94,38.38,32.59,0
1632,0.1128,89.76,26.05,37.2,32.53,0
1633,0.1191,72.97,26.07,41.77,32.51,0
1634,0.1309,85.64,26.15,42.45,32.5,0
1635,0.143,100.84,25.78,42.65,32.51,0
1636,0.1499,113.15,26.01,43.81,32.5,0
1637,0.1493,107.64,26.03,41.22,32.52,0
1638,0.1432,107.61,26.07,40.75,32.53,0
1639,0.1349,100.06,26.17,41.5,32.52,0
1640,0.1274,80.18,26.16,41.47,32.55,0
1641,0.123,69.57,25.97,40.04,32.52,0
1642,0.1241,81.16,26.16,39.04,32.5,0
1643,0.1311,81.24,26.04,43.37,32.47,0
1644,0.1408,102.86,26.2,40.95,32.4,0
1645,0.1468,107.39,25.87,41.44,32.44,0
1646,0.1438,114.23,26.14,41.52,32.48,0
1647,0.1328,90.46,26.11,43.6,32.52,0
1648,0.1207,86.24,25.8,42.8,32.46,0
1649,0.1146,84.18,26.03,41.54,32.41,0
1650,0.1165,72.55,26.01,42.64,32.38,0
1651,0.1222,90.63,26.08,40.9,32.33,0
1652,0.1266,85.46,26,40.68,32.34,0
1653,0.1282,95.64,26.11,38.16,32.28,0
1654,0.1294,92.5,25.85,44.34,32.25,0
1655,0.133,92.84,25.99,40.18,32.22,0
1656,0.1378,106.95,26,44.39,32.21,0
1657,0.1407,89.32,26.11,42.49,32.24,0
1658,0.1397,90.87,26.04,39.74,32.22,0
1659,0.1363,106.38,26.01,43.9,32.22,0
1660,0.1345,98.49,26,41.5,32.26,0
1661,0.1366,105.97,26.22,38.71,32.26,0
1662,0.1424,102.81,26.08,44.22,32.23,0
1663,0.1501,101.52,26.03,42.53,32.25,0
1664,0.1584,109.88,25.99,42.88,32.23,0
1665,0.1662,117.49,25.91,47.05,32.21,0
1666,0.1713,114.55,26.01,42.92,32.24,0
1667,0.1723,127.74,25.95,43.06,32.24,0
1668,0.1705,124.29,25.99,46.13,32.25,0
1669,0.1688,114.1,26,42.64,32.28,0
1670,0.1693,127.52,25.82,43.9,32.27,0
1671,0.1711,106.54,26.1,45.17,32.31,0
1672,0.1715,114.4,26.04,42.13,32.34,0
1673,0.1689,122.34,26.18,45.25,32.34,0
1674,0.1653,125.5,26.01,43.3,32.37,0
1675,0.1646,118.63,26.07,44.17,32.35,0
1676,0.1668,119.15,26.15,45.37,32.37,0
1677,0.1668,109.2,25.94,43.31,32.4,0
1678,0.1595,119.21,26.04,39.73,32.37,0
1679,0.1467,111.11,26.08,41.21,32.39,0
1680,0.1359,92.56,25.94,40.44,32.41,0
1681,0.1334,106.76,25.94,42.55,32.39,0
1682,0.1389,102.85,26.06,39.7,32.38,0
1683,0.1468,87.17,26.09,41.34,32.43,0
1684,0.151,114.74,25.94,45.42,32.48,0
1685,0.1486,104.01,26.13,42.16,32.47,0
1686,0.141,117.16,26.05,40.74,32.5,0
1687,0.1335,93.78,26.06,42.38,32.48,0
1688,0.1317,90.01,26.12,39.2,32.45,0
1689,0.1378,92.66,26.08,38.75,32.34,0
1690,0.1488,109.51,26.07,45.71,32.3,0
1691,0.1586,133.33,25.97,41.88,32.3,0
1692,0.1627,86.97,26.22,40.86,32.32,0
1693,0.1605,112.96,26.07,43.08,32.32,0
1694,0.1548,125.06,26.07,39.04,32.34,0
1695,0.1477,112.53,25.76,41.2,32.36,0
1696,0.1409,89.27,25.91,45.75,32.37,0
1697,0.1368,107.18,25.95,43.66,32.37,0
1698,0.1385,93.24,25.94,43.08,32.39,0
1699,0.1462,100.14,25.97,45.52,32.33,0
1700,0.1563,108.39,25.81,43.32,32.34,0
1701,0.1643,124.21,25.92,45.47,32.39,0
1702,0.1686,128.39,26.23,41.63,32.43,0
1703,0.1697,116.2,26.08,44.36,32.48,0
1704,0.1685,100.27,26.02,43.97,32.49,0
1705,0.1663,91.33,26.08,45.04,32.48,0
1706,0.1642,122.36,26.09,43.24,32.41,0
1707,0.1626,138.68,26.04,44.9,32.46,0
1708,0.1605,108.15,26.08,43.14,32.49,0
1709,0.1568,116.42,26.02,44.76,32.53,0
1710,0.1526,86.96,26.14,42.66,32.57,0
1711,0.1496,96.93,26.04,42.03,32.53,0
1712,0.1475,108.08,26.07,40.27,32.51,0
1713,0.143,113.35,26.03,46.24,32.55,0
1714,0.1333,95.35,25.8,43.41,32.59,0
1715,0.1198,74.99,25.88,41.6,32.56,0
1716,0.1076,69,25.98,42.29,32.55,0
1717,0.1009,72.18,25.94,39.41,32.56,0
1718,0.1009,71.05,26.06,40.44,32.47,0
1719,0.106,72.91,25.99,38.53,32.47,0
1720,0.1138,60.33,25.81,40.68,32.41,0
1721,0.1217,90.3,26.03,41.63,32.37,0
1722,0.1273,88.2,26.02,37.56,32.38,0
1723,0.1297,85.38,25.92,39.42,32.35,0
1724,0.1302,87.79,25.88,43.95,32.35,0
1725,0.1321,84.42,26.05,40.12,32.27,0
1726,0.1383,84.62,25.93,42.95,32.2,0
1727,0.1498,90.81,25.93,42.61,32.21,0
1728,0.1642,125.66,26.07,43.14,32.17,0
1729,0.1767,124.04,26.03,45.06,32.15,0
1730,0.1834,133.32,26,43.66,32.14,0
1731,0.1842,121.93,26.1,44.2,32.23,0
1732,0.1822,130.4,26.02,44.5,32.27,0
1733,0.181,118.42,25.94,43.18,32.33,0
1734,0.1818,139.09,25.75,45.73,32.39,0
1735,0.1832,139.31,25.91,46.72,32.47,0
1736,0.1829,120.95,25.97,44.12,32.54,0
1737,0.1809,147.1,25.8,47.28,32.52,0
1738,0.1786,148.15,25.97,45.52,32.57,0
1739,0.177,108.01,25.91,45.59,32.63,0
1740,0.175,127.4,26,42.08,32.6,0
1741,0.1719,117.85,26.07,40.72,32.64,0
1742,0.1689,108.46,26.04,45.97,32.63,0
1743,0.1684,100.43,26.03,42.31,32.62,0
1744,0.1714,108.56,26.08,44.59,32.68,0
1745,0.1761,128.45,25.95,44.75,32.7,0
1746,0.1783,124.43,26.01,42.52,32.69,0
1747,0.1749,129.86,26.1,49.54,32.69,0
1748,0.1657,109.75,25.96,44.9,32.72,0
1749,0.1536,122.15,26.11,39.18,32.72,0
1750,0.143,89.66,25.95,42.91,32.78,0
1751,0.1366,107.25,26.08,41.72,32.8,0
1752,0.1345,102.57,26.15,40.05,32.79,0
1753,0.1362,109.9,25.87,39.44,32.78,0
1754,0.1417,104.19,26.05,39.83,32.74,0
1755,0.1497,111.48,26.15,39.13,32.71,0
1756,0.1566,118.19,25.85,46.19,32.72,0
1757,0.1594,94.91,26.03,38.73,32.71,0
1758,0.1585,103.06,25.98,42.57,32.68,0
1759,0.1563,104.58,26.09,41.41,32.73,0
1760,0.1542,97.9,26,41.04,32.77,0
1761,0.1525,124.95,26,41.04,32.77,0
1762,0.1526,115.58,25.99,42.63,32.83,0
1763,0.1572,102.51,26.01,42.53,32.86,0
1764,0.1706,126.39,26.11,44.79,32.79,0
1765,0.1971,144.06,26.15,46.83,32.81,0
1766,0.2399,187.59,26.19,45.43,32.87,0
1767,0.2988,212.19,26.05,50.36,32.99,0
1768,0.3696,267.38,26,58.06,33.12,0
1769,0.4466,303.7,26.1,54.67,33.34,0
1770,0.5238,366.55,26.05,64,33.54,0
1771,0.596,407.94,26.11,69.03,33.82,0
1772,0.6595,469.04,25.99,70.99,34.19,0
1773,0.7146,485.53,25.85,74.56,34.64,0
1774,0.7641,540.38,26.18,79.39,35.05,0
1775,0.8096,562.94,26.14,83.47,35.5,0
1776,0.8493,588.52,25.99,83.86,36.03,0
1777,0.8798,605.94,25.87,86.97,36.53,0
1778,0.8996,636.23,25.96,85.62,37.11,0
1779,0.9104,645.77,26.14,85.36,37.67,0
1780,0.916,649.5,25.72,88.32,38.29,0
1781,0.9199,663.15,25.96,87.22,38.87,0
1782,0.9238,662.73,26.01,92.18,39.52,0
1783,0.9273,651.79,25.93,85.63,40.13,0
1784,0.9287,650.5,26.14,89.86,40.66,0
1785,0.9271,643.28,25.84,92.39,41.22,0
1786,0.9224,640.88,26.21,88.25,41.74,0
1787,0.9154,644.33,25.89,89.48,42.28,0
1788,0.9058,664.12,25.94,85.49,42.85,0
1789,0.8938,628.75,25.96,84.56,43.43,0
1790,0.8814,616.34,25.76,82.29,43.89,0
1791,0.8724,607.88,26,86.94,44.34,0
1792,0.8692,588.48,25.85,85.26,44.77,0
1793,0.8708,604.17,25.9,82.56,45.17,0
1794,0.8732,625.55,26.12,86.19,45.59,0
1795,0.8736,613.06,26.04,81.43,46.12,0
1796,0.8733,620.03,26.1,84.61,46.57,0
1797,0.8766,615.64,26.01,84.76,47.02,0
1798,0.8866,617.06,25.91,86.77,47.45,0
1799,0.9014,616.76,25.97,87.3,47.89,0
1800,0.9146,639.35,26.03,86.16,48.36,0
1801,0.9201,648.26,25.84,86.52,48.85,0
1802,0.9159,648.59,25.99,86.36,49.34,0
1803,0.9056,638.57,26.1,89.07,49.73,0
1804,0.8958,622.29,25.78,85.43,50.11,0
1805,0.8913,620.68,25.9,86.05,50.46,0
1806,0.8921,632.51,26.08,86.88,50.84,0
1807,0.8944,634.24,26.14,84.85,51.24,0
1808,0.8946,631.98,26.05,86.45,51.64,0
1809,0.8927,612.47,25.92,86.24,52.08,0
1810,0.8908,646.1,25.96,87.48,52.41,0
1811,0.8898,611.83,26.18,87.03,52.79,0
1812,0.8885,627.51,26.09,85.38,53.16,0
1813,0.8864,613.66,25.89,86.72,53.5,0
1814,0.8848,611.49,26.09,82.81,53.83,0
1815,0.885,624.19,26,89.33,54.13,0
1816,0.8867,624.7,25.97,83.76,54.45,0
1817,0.8898,619.53,26.09,82.89,54.8,0
1818,0.8951,626.03,26.05,84.27,55.13,0
1819,0.9018,637.11,26.02,83.81,55.41,0
1820,0.9073,632.32,26.19,86.12,55.77,0
1821,0.9081,643.18,26.05,85.01,56.05,0
1822,0.9036,641.48,26.03,85.68,56.4,0
1823,0.8966,636.16,26.11,81.59,56.81,0
1824,0.8911,621.3,26.05,83.18,57.17,0
1825,0.8889,617.54,26.15,81.99,57.5,0
1826,0.8884,617.91,26,81.73,57.83,0
1827,0.8862,617.52,26.1,83.14,58.18,0
1828,0.8805,615.41,25.81,81.09,58.46,0
1829,0.8721,615.22,26.14,82.68,58.75,0
1830,0.8658,599.97,26.02,83.96,59.05,0
1831,0.8658,600.7,25.93,85.73,59.29,0
1832,0.8726,615.44,25.95,79.96,59.56,0
1833,0.8821,615.51,26.06,83.78,59.81,0
1834,0.8907,620.09,26.13,86.13,60.05,0
1835,0.8976,624.64,25.94,84.85,60.3,0
1836,0.903,636.61,26.03,86.56,60.54,0
1837,0.9056,642.07,25.94,87.26,60.8,0
1838,0.9041,635.35,25.95,86.41,61.09,0
1839,0.8994,626.92,25.82,87.6,61.36,0
1840,0.8948,624.48,25.9,87.79,61.64,0
1841,0.8937,632.42,26.16,87.95,61.92,0
1842,0.8966,612.35,25.99,88.17,62.22,0
1843,0.9014,635.43,25.91,85.48,62.5,0
1844,0.9053,614.98,25.96,85.17,62.78,0
1845,0.906,632.11,25.93,84.63,63.01,0
1846,0.9014,639.32,26.01,91.71,63.28,0
1847,0.8907,621.38,25.89,80.93,63.55,0
1848,0.8774,608.87,25.86,85.27,63.76,0
1849,0.8691,618.66,25.94,84.9,63.96,0
1850,0.8712,614.73,25.86,86.91,64.19,0
1851,0.8813,609.82,25.92,86.14,64.43,0
1852,0.8923,631.95,25.99,82.35,64.63,0
1853,0.899,611.57,25.95,87.06,64.86,0
1854,0.9012,651.95,26.02,84.18,65.1,0
1855,0.9004,614.92,25.94,85.22,65.34,0
1856,0.897,622.94,25.91,88.04,65.52,0
1857,0.8915,629.97,26.03,87.01,65.76,0
1858,0.8861,631.22,26,88.88,65.96,0
1859,0.8834,598.11,26.01,85.61,66.2,0
1860,0.885,620.44,26.05,84.58,66.35,0
1861,0.8904,622.49,25.82,84.78,66.52,0
1862,0.8971,646.2,25.99,84.55,66.75,0
1863,0.9015,638.33,26.17,85.03,66.98,0
1864,0.9005,626.1,25.82,88.56,67.16,0
1865,0.8933,622.45,25.93,84.15,67.37,0
1866,0.8826,620.17,25.96,85.57,67.56,0
1867,0.8725,613.5,25.96,83.48,67.75,0
1868,0.8659,594.83,26.18,86.51,67.95,0
1869,0.8629,597.7,25.89,82.43,68.07,0
1870,0.8624,623.09,25.87,84.23,68.3,0
1871,0.8638,605.74,25.94,82,68.43,0
1872,0.8671,600.71,26.01,83.61,68.61,0
1873,0.8712,626.77,26.02,84.68,68.83,0
1874,0.8753,615.56,26,85.38,69.07,0
1875,0.8799,626.63,26.04,86.18,69.25,0
1876,0.8865,618.14,25.99,86.04,69.41,0
1877,0.8956,640.3,25.99,88.19,69.56,0
1878,0.9061,646.43,25.94,87.3,69.76,0
1879,0.9163,653.34,26.08,87.02,69.93,0
1880,0.9242,642.64,26.03,86.38,70.13,0
1881,0.9268,641.21,25.95,83.7,70.31,0
1882,0.9224,660.13,26.01,92.51,70.51,0
1883,0.9124,642.51,26.04,87.89,70.71,0
1884,0.9006,605.28,25.81,86.17,70.91,0
1885,0.8902,634.21,26.1,90.24,71.04,0
1886,0.882,645.02,25.88,87.48,71.19,0
1887,0.875,625.99,26.12,86.16,71.36,0
1888,0.8673,599.37,26.01,86.15,71.58,0
1889,0.8586,610.36,26.03,81.88,71.69,0
1890,0.8509,617.22,25.82,83.23,71.84,0
1891,0.8478,597.25,25.95,82.43,71.91,0
1892,0.8507,591.28,25.82,83.89,72.06,0
1893,0.8579,598.79,25.95,85.02,72.15,0
1894,0.8656,606.39,25.79,83.23,72.29,0
1895,0.8711,598.52,25.91,82.42,72.4,0
1896,0.8745,623.76,26.15,82.44,72.5,0
1897,0.8773,604.86,26.15,82.17,72.62,0
1898,0.8807,608.54,26.01,84.16,72.72,0
1899,0.8852,610.43,26,87.04,72.79,0
1900,0.89,631.24,25.9,83.31,72.95,0
1901,0.8937,626.24,26.03,84.97,73.1,0
1902,0.8943,624.58,26.03,84.86,73.24,0
1903,0.8913,605.98,26.13,86.5,73.34,0
1904,0.8854,627.82,25.92,85.45,73.4,0
1905,0.8775,622.99,25.97,86.99,73.5,0
1906,0.8691,617.14,25.98,81.45,73.65,0
1907,0.8633,615.49,25.94,85.72,73.8,0
1908,0.8633,602.16,26.01,85.41,73.93,0
1909,0.8694,593.55,25.93,85.98,74.05,0
1910,0.8779,629.46,26.15,90.28,74.13,0
1911,0.8848,621.57,26.01,88.38,74.3,0
1912,0.8892,618.98,26.05,84.22,74.38,0
1913,0.8922,607.57,26.01,87.07,74.49,0
1914,0.8944,603.67,26.08,85.53,74.6,0
1915,0.895,652.85,25.94,83.22,74.64,0
1916,0.8941,636.19,25.88,86.16,74.81,0
1917,0.8935,631.71,26,86.24,74.92,0
